	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Afade	Proper noun	tr	the language	deu	Afade	n
eng	Afade	Proper noun	tr	the language	fra	afade
eng	Afghan	Noun	tr	Afghan hound	rus	афга́нская борза́я	f
eng	Afghan	Noun	tr	person from Afghanistan	ara	أَفْغَانِيّ
eng	Afghan	Noun	tr	person from Afghanistan	ara	أَفْغَانِيَّة	f
eng	Afghan	Noun	tr	person from Afghanistan	cat	afganesa	f
eng	Afghan	Noun	tr	person from Afghanistan	cat	afganès	m
eng	Afghan	Noun	tr	person from Afghanistan	ces	Afgánec	m
eng	Afghan	Noun	tr	person from Afghanistan	ces	Afghánec	m
eng	Afghan	Noun	tr	person from Afghanistan	cmn	阿富汗人	tr=Āfùhànrén	sc=Hani
eng	Afghan	Noun	tr	person from Afghanistan	dan	afghaner	c
eng	Afghan	Noun	tr	person from Afghanistan	deu	Afghane	m
eng	Afghan	Noun	tr	person from Afghanistan	deu	Afghanin	f
eng	Afghan	Noun	tr	person from Afghanistan	ell	Αφγανή	f
eng	Afghan	Noun	tr	person from Afghanistan	ell	Αφγανός	m
eng	Afghan	Noun	tr	person from Afghanistan	epo	afgano
eng	Afghan	Noun	tr	person from Afghanistan	eus	afganistandar
eng	Afghan	Noun	tr	person from Afghanistan	fas	افغان	tr=afğân
eng	Afghan	Noun	tr	person from Afghanistan	fas	افغانی	tr=afğâni	sc=fa-Arab
eng	Afghan	Noun	tr	person from Afghanistan	fin	afgaani
eng	Afghan	Noun	tr	person from Afghanistan	fin	afganistanilainen
eng	Afghan	Noun	tr	person from Afghanistan	fra	Afghan	m
eng	Afghan	Noun	tr	person from Afghanistan	gle	Afganastánach	m
eng	Afghan	Noun	tr	person from Afghanistan	glg	afgán	m
eng	Afghan	Noun	tr	person from Afghanistan	hbs	Afganistánac	m
eng	Afghan	Noun	tr	person from Afghanistan	hbs	Afganìstānka	f
eng	Afghan	Noun	tr	person from Afghanistan	hbs	Àfgānka	f
eng	Afghan	Noun	tr	person from Afghanistan	hbs	Àfgan	m
eng	Afghan	Noun	tr	person from Afghanistan	hin	अफगान	m
eng	Afghan	Noun	tr	person from Afghanistan	hin	अफगानी
eng	Afghan	Noun	tr	person from Afghanistan	hin	अफ़्ग़ान
eng	Afghan	Noun	tr	person from Afghanistan	hin	अफ़्ग़ानी
eng	Afghan	Noun	tr	person from Afghanistan	hin	अवगाण
eng	Afghan	Noun	tr	person from Afghanistan	hun	afgán
eng	Afghan	Noun	tr	person from Afghanistan	hye	աֆղան
eng	Afghan	Noun	tr	person from Afghanistan	ina	afghano
eng	Afghan	Noun	tr	person from Afghanistan	isl	Afganar	m-p
eng	Afghan	Noun	tr	person from Afghanistan	isl	Afgani	m
eng	Afghan	Noun	tr	person from Afghanistan	ita	afghano
eng	Afghan	Noun	tr	person from Afghanistan	jpn	アフガニスタン人	tr=Afuganisutan-jin	sc=Jpan
eng	Afghan	Noun	tr	person from Afghanistan	kat	ავღანელი
eng	Afghan	Noun	tr	person from Afghanistan	lav	afgāniete	f
eng	Afghan	Noun	tr	person from Afghanistan	lav	afgānis	m
eng	Afghan	Noun	tr	person from Afghanistan	lit	afganistanietė	f
eng	Afghan	Noun	tr	person from Afghanistan	lit	afganistanietis	m
eng	Afghan	Noun	tr	person from Afghanistan	mlt	Afgana	f
eng	Afghan	Noun	tr	person from Afghanistan	mlt	Afgan	m
eng	Afghan	Noun	tr	person from Afghanistan	nld	Afghaan	m
eng	Afghan	Noun	tr	person from Afghanistan	nld	Afghaanse	f
eng	Afghan	Noun	tr	person from Afghanistan	nno	afghanar	m
eng	Afghan	Noun	tr	person from Afghanistan	nor	afghaner	m
eng	Afghan	Noun	tr	person from Afghanistan	oge	ავღანი
eng	Afghan	Noun	tr	person from Afghanistan	pol	Afgańczyk	m-pr
eng	Afghan	Noun	tr	person from Afghanistan	pol	Afganka	f
eng	Afghan	Noun	tr	person from Afghanistan	por	afegão	m
eng	Afghan	Noun	tr	person from Afghanistan	ron	afgană	f
eng	Afghan	Noun	tr	person from Afghanistan	ron	afgan	m
eng	Afghan	Noun	tr	person from Afghanistan	rus	афга́нец	m
eng	Afghan	Noun	tr	person from Afghanistan	rus	афга́нка	f
eng	Afghan	Noun	tr	person from Afghanistan	san	अवगाण	m
eng	Afghan	Noun	tr	person from Afghanistan	slk	Afganec	m
eng	Afghan	Noun	tr	person from Afghanistan	slk	Afganka	f
eng	Afghan	Noun	tr	person from Afghanistan	spa	afgana	f
eng	Afghan	Noun	tr	person from Afghanistan	spa	afgano	m
eng	Afghan	Noun	tr	person from Afghanistan	swa	Mwafugani
eng	Afghan	Noun	tr	person from Afghanistan	swe	afghan
eng	Afghan	Noun	tr	person from Afghanistan	swe	afghanska	f
eng	Afghan	Noun	tr	person from Afghanistan	tgl	Apgano
eng	Afghan	Noun	tr	person from Afghanistan	tha	ชาวอาฟกัน	tr=chao afkan
eng	Afghan	Noun	tr	person from Afghanistan	tur	Afgan
eng	Afghan	Noun	tr	person of Pashtun ethnicity	ara	أَفْغَانِيّ	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	ara	أَفْغَانِيَّة	f
eng	Afghan	Noun	tr	person of Pashtun ethnicity	ara	قَنْدِيّ	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	ara	قَنْدِيَّة	f
eng	Afghan	Noun	tr	person of Pashtun ethnicity	fas	افغان	tr=afğân	sc=fa-Arab
eng	Afghan	Noun	tr	person of Pashtun ethnicity	fin	afgaani
eng	Afghan	Noun	tr	person of Pashtun ethnicity	fin	pataani
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hbs	Afganistánac	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hbs	Afganìstānka	f
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hbs	Àfgānka	f
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hbs	Àfgan	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hin	अफगान	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hin	अफ़्ग़ान
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hin	अफ़्ग़ानी
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hin	अवगाण
eng	Afghan	Noun	tr	person of Pashtun ethnicity	hin	पठान	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	lav	afgāniete	f
eng	Afghan	Noun	tr	person of Pashtun ethnicity	lav	afgānis	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	lav	puštuns	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	nld	Afghaan	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	nld	Afghaanse	f
eng	Afghan	Noun	tr	person of Pashtun ethnicity	nld	Pathaan	m
eng	Afghan	Noun	tr	person of Pashtun ethnicity	nld	Pathaanse	f
eng	Afghan	Noun	tr	person of Pashtun ethnicity	san	अवगाण	m
eng	Afghan	Proper noun	tr	Pashto language	deu	Afghanisch
eng	Afghan	Proper noun	tr	Pashto language	ell	αφγανιστανός
eng	Afghan	Proper noun	tr	Pashto language	fas	افغانی	tr=afğâni
eng	Afghan	Proper noun	tr	Pashto language	fin	afgaani
eng	Afghan	Proper noun	tr	Pashto language	fin	paštu
eng	Afghan	Proper noun	tr	Pashto language	hin	अफ़्ग़ानी	f
eng	Afghan	Proper noun	tr	Pashto language	hun	afgán
eng	Afghan	Proper noun	tr	Pashto language	hye	աֆղաներեն
eng	Afghan	Proper noun	tr	Pashto language	ina	afghano
eng	Afghan	Proper noun	tr	Pashto language	ita	afghano	m
eng	Afghan	Proper noun	tr	Pashto language	jpn	アフガニスタン語	tr=afuganisutango
eng	Afghan	Proper noun	tr	Pashto language	lav	afgāņu
eng	Afghan	Proper noun	tr	Pashto language	lav	afgāņu valoda	f
eng	Afghan	Proper noun	tr	Pashto language	lav	puštu
eng	Afghan	Proper noun	tr	Pashto language	lav	puštunu
eng	Afghan	Proper noun	tr	Pashto language	lav	puštunu valoda	f
eng	Afghan	Proper noun	tr	Pashto language	lit	afganistaniečių	p
eng	Afghan	Proper noun	tr	Pashto language	mlt	L-Afgan
eng	Afghan	Proper noun	tr	Pashto language	nld	Afghaans	n
eng	Afghan	Proper noun	tr	Pashto language	nld	Pasjtoe	n
eng	Afghan	Proper noun	tr	Pashto language	nno	afghansk	m
eng	Afghan	Proper noun	tr	Pashto language	nob	afghansk	m
eng	Afghan	Proper noun	tr	Pashto language	por	afegão
eng	Afghan	Proper noun	tr	Pashto language	ron	afgană	f
eng	Afghan	Proper noun	tr	Pashto language	rus	афга́нский
eng	Afghan	Proper noun	tr	Pashto language	swe	afghanska
eng	Afghan	Proper noun	tr	Pashto language	tur	Afganca
eng	Afghan	Proper noun	tr	Pashto language	tur	Peştuca
eng	Aflao	Proper noun	tr	city in Ghana	por	Aflao	f
eng	Afrasiab	Proper noun	tr	mythical hero	ave	𐬟𐬭𐬀𐬢𐬭𐬀𐬯𐬌𐬌𐬀𐬥
eng	Afrasiab	Proper noun	tr	mythical hero	aze	Əfrasiyab
eng	Afrasiab	Proper noun	tr	mythical hero	aze	افراسیاب	sc=Arab
eng	Afrasiab	Proper noun	tr	mythical hero	cmn	阿夫拉西亚伯	tr=āfūlāxīyàbó	sc=Hani
eng	Afrasiab	Proper noun	tr	mythical hero	cmn	阿夫拉西亚卜	tr=āfūlāxīyàbǔ	sc=Hani
eng	Afrasiab	Proper noun	tr	mythical hero	fas	افراسیاب	tr=afrâsiyâb
eng	Afrasiab	Proper noun	tr	mythical hero	kaz	Ер Тоңа
eng	Afrasiab	Proper noun	tr	mythical hero	kmr	Efrasiyab
eng	Afrasiab	Proper noun	tr	mythical hero	tur	Efrasiyab
eng	Afrasiab	Proper noun	tr	mythical hero	urd	افراسیاب	tr=afrāsiyāb	sc=ur-Arab
eng	African	Adjective	tr	of or pertaining to Africa	ara	أَفْرِيقِيّ
eng	African	Adjective	tr	of or pertaining to Africa	ara	إِفْرِيقِيّ
eng	African	Adjective	tr	of or pertaining to Africa	ast	africanu
eng	African	Adjective	tr	of or pertaining to Africa	aze	afrikalı
eng	African	Adjective	tr	of or pertaining to Africa	bel	афрыка́нскі
eng	African	Adjective	tr	of or pertaining to Africa	ben	আফ্রীকী	tr=afrīkī
eng	African	Adjective	tr	of or pertaining to Africa	bul	африка́нски
eng	African	Adjective	tr	of or pertaining to Africa	cat	africà
eng	African	Adjective	tr	of or pertaining to Africa	ces	africký
eng	African	Adjective	tr	of or pertaining to Africa	cmn	非洲	tr=Fēizhōu de	alt=非洲的
eng	African	Adjective	tr	of or pertaining to Africa	cym	Affricanaidd
eng	African	Adjective	tr	of or pertaining to Africa	dan	afrikansk
eng	African	Adjective	tr	of or pertaining to Africa	deu	afrikanisch
eng	African	Adjective	tr	of or pertaining to Africa	ell	αφρικανικός
eng	African	Adjective	tr	of or pertaining to Africa	est	Aafrika
eng	African	Adjective	tr	of or pertaining to Africa	fao	afrikanskur
eng	African	Adjective	tr	of or pertaining to Africa	fas	آفریقایی	tr=âfriqâyi
eng	African	Adjective	tr	of or pertaining to Africa	fin	afrikkalainen
eng	African	Adjective	tr	of or pertaining to Africa	fra	africain
eng	African	Adjective	tr	of or pertaining to Africa	gla	Afragach
eng	African	Adjective	tr	of or pertaining to Africa	gle	Afracach
eng	African	Adjective	tr	of or pertaining to Africa	glg	africana	f
eng	African	Adjective	tr	of or pertaining to Africa	glg	africano
eng	African	Adjective	tr	of or pertaining to Africa	haw	ʻApelika
eng	African	Adjective	tr	of or pertaining to Africa	hbs	àfričkī
eng	African	Adjective	tr	of or pertaining to Africa	hbs	afrìkānskī
eng	African	Adjective	tr	of or pertaining to Africa	hbs	афрѝка̄нскӣ
eng	African	Adjective	tr	of or pertaining to Africa	hbs	а̀фричкӣ
eng	African	Adjective	tr	of or pertaining to Africa	heb	אַפְרִיקַאי	tr=afrikái
eng	African	Adjective	tr	of or pertaining to Africa	hin	अफ़्रीकी
eng	African	Adjective	tr	of or pertaining to Africa	hin	हब्शी	m
eng	African	Adjective	tr	of or pertaining to Africa	hun	afrikai
eng	African	Adjective	tr	of or pertaining to Africa	hye	աֆրիկական
eng	African	Adjective	tr	of or pertaining to Africa	hye	աֆրիկյան
eng	African	Adjective	tr	of or pertaining to Africa	ido	Afrikana
eng	African	Adjective	tr	of or pertaining to Africa	isl	afrískur
eng	African	Adjective	tr	of or pertaining to Africa	ita	africano
eng	African	Adjective	tr	of or pertaining to Africa	jpn	アフリカ	tr=Afurika no	alt=アフリカの	sc=Jpan
eng	African	Adjective	tr	of or pertaining to Africa	kat	აფრიკული
eng	African	Adjective	tr	of or pertaining to Africa	kaz	африкалық
eng	African	Adjective	tr	of or pertaining to Africa	khm	អាហ្វ្រិក
eng	African	Adjective	tr	of or pertaining to Africa	kir	африкалык
eng	African	Adjective	tr	of or pertaining to Africa	kor	아프리카	alt=아프리카의
eng	African	Adjective	tr	of or pertaining to Africa	lao	ອາຟຣິກກາ
eng	African	Adjective	tr	of or pertaining to Africa	lat	Afer
eng	African	Adjective	tr	of or pertaining to Africa	lat	Africanus
eng	African	Adjective	tr	of or pertaining to Africa	lat	Africus
eng	African	Adjective	tr	of or pertaining to Africa	lav	afrikānis
eng	African	Adjective	tr	of or pertaining to Africa	lav	afrikāņu
eng	African	Adjective	tr	of or pertaining to Africa	lit	afrikiečių
eng	African	Adjective	tr	of or pertaining to Africa	lit	afrikietiškas
eng	African	Adjective	tr	of or pertaining to Africa	mkd	африкански
eng	African	Adjective	tr	of or pertaining to Africa	mon	африк
eng	African	Adjective	tr	of or pertaining to Africa	mya	အာဖရိက
eng	African	Adjective	tr	of or pertaining to Africa	nld	Afrikaans
eng	African	Adjective	tr	of or pertaining to Africa	nor	afrikansk
eng	African	Adjective	tr	of or pertaining to Africa	oci	african
eng	African	Adjective	tr	of or pertaining to Africa	ori	ଆଫ୍ରିକୀୟ
eng	African	Adjective	tr	of or pertaining to Africa	pol	afrykański
eng	African	Adjective	tr	of or pertaining to Africa	por	africano
eng	African	Adjective	tr	of or pertaining to Africa	pus	افريقايي	tr=afriqāyí
eng	African	Adjective	tr	of or pertaining to Africa	ron	african
eng	African	Adjective	tr	of or pertaining to Africa	rus	африка́нский
eng	African	Adjective	tr	of or pertaining to Africa	slk	africký
eng	African	Adjective	tr	of or pertaining to Africa	slv	afriški
eng	African	Adjective	tr	of or pertaining to Africa	spa	africano
eng	African	Adjective	tr	of or pertaining to Africa	sqi	afrikan	m
eng	African	Adjective	tr	of or pertaining to Africa	swa	mwafrika
eng	African	Adjective	tr	of or pertaining to Africa	swe	afrikansk
eng	African	Adjective	tr	of or pertaining to Africa	tel	ఆఫ్రికను
eng	African	Adjective	tr	of or pertaining to Africa	tgk	африқоӣ
eng	African	Adjective	tr	of or pertaining to Africa	tgl	Aprikahin
eng	African	Adjective	tr	of or pertaining to Africa	tha	แอฟริกา
eng	African	Adjective	tr	of or pertaining to Africa	tuk	afrikaly
eng	African	Adjective	tr	of or pertaining to Africa	tur	Afrikalı
eng	African	Adjective	tr	of or pertaining to Africa	uig	ئافرىقىلىق
eng	African	Adjective	tr	of or pertaining to Africa	ukr	африка́нський
eng	African	Adjective	tr	of or pertaining to Africa	uzb	afrikalik
eng	African	Adjective	tr	of or pertaining to Africa	vie	Châu Phi
eng	African	Adjective	tr	of or pertaining to Africa	vie	Phi Châu
eng	African	Adjective	tr	of or pertaining to Africa	vol	Fikopik
eng	African	Adjective	tr	of or pertaining to Africa	vol	Frikopik
eng	African	Adjective	tr	of or pertaining to Africa	yid	אַפֿריקאַניש
eng	African-American	Adjective	tr	American and black	ces	afroamerický
eng	African-American	Adjective	tr	American and black	deu	afroamerikanisch
eng	African-American	Adjective	tr	American and black	fin	afroamerikkalainen
eng	African-American	Adjective	tr	American and black	fra	afro-américaine	f
eng	African-American	Adjective	tr	American and black	fra	afro-américain	m
eng	African-American	Adjective	tr	American and black	glg	afroamericano
eng	African-American	Adjective	tr	American and black	hun	afroamerikai
eng	African-American	Adjective	tr	American and black	kat	აფრო-ამერიკელი
eng	African-American	Adjective	tr	American and black	kat	აფროამერიკელი
eng	African-American	Adjective	tr	American and black	nld	Afro-Amerikaans
eng	African-American	Adjective	tr	American and black	pol	afroamerykański
eng	African-American	Adjective	tr	American and black	por	afro-americano
eng	African-American	Adjective	tr	American and black	ron	afro-american
eng	African-American	Adjective	tr	American and black	spa	afroamericano
eng	African-American	Noun	tr	A black American	bel	афраамерыканец	m	sc=Cyrl
eng	African-American	Noun	tr	A black American	cat	afroamericà	m
eng	African-American	Noun	tr	A black American	ces	Afroameričan	m
eng	African-American	Noun	tr	A black American	cic	hattak losa'
eng	African-American	Noun	tr	A black American	cmn	美国黑人	tr=Měiguó hēirén	sc=Hani
eng	African-American	Noun	tr	A black American	cmn	美國黑人	sc=Hani
eng	African-American	Noun	tr	A black American	cmn	非裔美国人	tr=Fēiyì Měiguórén	sc=Hani
eng	African-American	Noun	tr	A black American	cmn	非裔美國人	sc=Hani
eng	African-American	Noun	tr	A black American	deu	Afroamerikanerin	f
eng	African-American	Noun	tr	A black American	deu	Afro-Amerikanerin	f
eng	African-American	Noun	tr	A black American	deu	Afroamerikaner	m
eng	African-American	Noun	tr	A black American	deu	Afro-Amerikaner	m
eng	African-American	Noun	tr	A black American	epo	afrik-usonano
eng	African-American	Noun	tr	A black American	fin	afroamerikkalainen
eng	African-American	Noun	tr	A black American	fra	Afro-Américaine	f
eng	African-American	Noun	tr	A black American	fra	Afro-Américain	m
eng	African-American	Noun	tr	A black American	gle	meiriceánaigh afracacha
eng	African-American	Noun	tr	A black American	glg	afroamericano
eng	African-American	Noun	tr	A black American	hbs	Afroamerikanac	m
eng	African-American	Noun	tr	A black American	hbs	Afroamerikanka	f
eng	African-American	Noun	tr	A black American	hun	afroamerikai
eng	African-American	Noun	tr	A black American	jpn	アフリカ系アメリカ人	tr=Afurika-kei Amerika-jin	sc=Jpan
eng	African-American	Noun	tr	A black American	lav	afroamerikāne	f
eng	African-American	Noun	tr	A black American	lav	afroamerikānis	m
eng	African-American	Noun	tr	A black American	nld	Afro-Amerikaan	m
eng	African-American	Noun	tr	A black American	nob	afroamerikaner	m
eng	African-American	Noun	tr	A black American	pol	Afroamerykanin	m
eng	African-American	Noun	tr	A black American	pol	Afroamerykanka	f
eng	African-American	Noun	tr	A black American	por	afro-americana	f
eng	African-American	Noun	tr	A black American	por	afro-americano	m
eng	African-American	Noun	tr	A black American	ron	afroamericană	f
eng	African-American	Noun	tr	A black American	ron	afroamerican	m
eng	African-American	Noun	tr	A black American	rus	америка́нская негритя́нка	f
eng	African-American	Noun	tr	A black American	rus	америка́нский негр	m
eng	African-American	Noun	tr	A black American	rus	афро-америка́нец	m
eng	African-American	Noun	tr	A black American	rus	афро-америка́нка	f
eng	African-American	Noun	tr	A black American	rus	чёрная америка́нка	f
eng	African-American	Noun	tr	A black American	rus	чёрный америка́нец	m
eng	African-American	Noun	tr	A black American	spa	afroamericana	f
eng	African-American	Noun	tr	A black American	spa	afroamericano	m
eng	African-American	Noun	tr	A black American	swa	wamarekani wa kiafrika
eng	African-American	Noun	tr	A black American	swa	wamarekani weusi
eng	African-American Vernacular English	Proper noun	tr	variation of Modern English spoken by African-Americans	cmn	非洲裔美国人白话英语	sc=Hani	tr=Fēizhōu yì měiguó rén báihuà yīngyǔ
eng	African-American Vernacular English	Proper noun	tr	variation of Modern English spoken by African-Americans	cmn	非洲裔美國人白話英語	sc=Hani
eng	African-American Vernacular English	Proper noun	tr	variation of Modern English spoken by African-Americans	fin	afrikkalaisamerikkalainen englanti
eng	African-American Vernacular English	Proper noun	tr	variation of Modern English spoken by African-Americans	por	vernáculo afro-americano	m
eng	African-American Vernacular English	Proper noun	tr	variation of Modern English spoken by African-Americans	rus	Афроамериканский англи́йский	f
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	cat	mallerenga africana	f
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	deu	Kanarenmeise	f
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	fin	afrikansinitiainen
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	jpn	テネリフェアオガラ	tr=tenerifeaogara
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	pol	modraszka kanaryjska	f
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	slk	sýkorka modrokrídla	f
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	spa	herrerillo africano	m
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	spa	herrerillo canario	m
eng	African blue tit	Noun	tr	''Cyanistes teneriffae''	swe	koboltmes	c
eng	African buffalo	Noun	tr	large bovid	chr	ᎠᎱᎵᎧ ᏯᎾᏌ
eng	African buffalo	Noun	tr	large bovid	chr	ᎬᎿᎨ ᏯᎾᏌ
eng	African buffalo	Noun	tr	large bovid	dan	afrikansk bøffel
eng	African buffalo	Noun	tr	large bovid	fin	kafferipuhveli
eng	African buffalo	Noun	tr	large bovid	gla	buabhall Afragach	m
eng	African buffalo	Noun	tr	large bovid	mon	одос үхэр	sc=Cyrl
eng	African buffalo	Noun	tr	large bovid	msa	kerbau Afrika
eng	African buffalo	Noun	tr	large bovid	pol	bawół afrykański	m
eng	African buffalo	Noun	tr	large bovid	por	búfalo africano	m
eng	African buffalo	Noun	tr	large bovid	por	búfalo cafre	m
eng	African buffalo	Noun	tr	large bovid	por	búfalo do Cabo	m
eng	African buffalo	Noun	tr	large bovid	ron	bivol african	m
eng	African buffalo	Noun	tr	large bovid	swe	afrikansk buffel	c
eng	African buffalo	Noun	tr	large bovid	swe	kafferbuffel	c
eng	African cherry orange	Noun	tr	citrus fruit	cmn	非洲樱桃橘	tr=Fēizhōu yīngtáo jú	sc=Hani
eng	African cherry orange	Noun	tr	citrus fruit	cmn	非洲櫻桃橘	sc=Hani
eng	African cherry orange	Noun	tr	citrus fruit	fin	omuboro
eng	African clawed frog	Noun	tr	frog	ita	xenopo	m
eng	African clawed frog	Noun	tr	frog	por	rã-de-unhas-africana	f
eng	African clawed frog	Noun	tr	frog	rus	гла́дкая шпо́рцевая лягу́шка	f
eng	African crake	Noun	tr	bird from the family Rallidae	deu	Steppenralle	f
eng	African crake	Noun	tr	bird from the family Rallidae	fra	râle des prés	m
eng	African crake	Noun	tr	bird from the family Rallidae	nav	Naakaii Łizhiní Bikéyahdę́ę́ʼ haltsooítah noołnahii
eng	African crake	Noun	tr	bird from the family Rallidae	nld	Afrikaanse kwartelkoning	m
eng	African crake	Noun	tr	bird from the family Rallidae	rus	африка́нский коросте́ль	m
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	fin	afrikannorsu
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	fra	éléphant d'Afrique
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	isl	afríkufíll	m
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	nor	afrikansk elefant	m
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	por	elefante africano	m
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	ron	elefant african	m
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	rus	африка́нский слон	m
eng	African elephant	Noun	tr	''Loxodonta africana'' or ''Loxodonta cyclotis'' found in Africa	spa	elefante africano	m
eng	African forest elephant	Noun	tr	''Loxodonta cyclotis''	fin	metsänorsu
eng	African forest elephant	Noun	tr	''Loxodonta cyclotis''	fra	éléphant de forêt d'Afrique
eng	African forest elephant	Noun	tr	''Loxodonta cyclotis''	por	elefante da floresta	m
eng	African forest elephant	Noun	tr	''Loxodonta cyclotis''	rus	лесно́й слон	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	afr	wildehond
eng	African hunting dog	Noun	tr	''Lycaon pictus''	amh	ታኩላ	tr=takula
eng	African hunting dog	Noun	tr	''Lycaon pictus''	amh	ኣውሬ ውሻ
eng	African hunting dog	Noun	tr	''Lycaon pictus''	ara	كلب بري إفريقي
eng	African hunting dog	Noun	tr	''Lycaon pictus''	bul	хиеново куче
eng	African hunting dog	Noun	tr	''Lycaon pictus''	cmn	杂色狼	tr=zásèláng
eng	African hunting dog	Noun	tr	''Lycaon pictus''	cmn	雜色狼
eng	African hunting dog	Noun	tr	''Lycaon pictus''	cmn	非洲猎犬	tr=Fēizhōu lièquǎn
eng	African hunting dog	Noun	tr	''Lycaon pictus''	cmn	非洲獵犬
eng	African hunting dog	Noun	tr	''Lycaon pictus''	cmn	非洲豺犬	tr=Fēizhōu cháiquǎn
eng	African hunting dog	Noun	tr	''Lycaon pictus''	cmn	非洲野犬	tr=Fēizhōu yěquǎn
eng	African hunting dog	Noun	tr	''Lycaon pictus''	dan	afrikansk vildhund
eng	African hunting dog	Noun	tr	''Lycaon pictus''	dan	hyænehund	c
eng	African hunting dog	Noun	tr	''Lycaon pictus''	deu	Afrikanischer Wildhund	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	ell	Αφρικανικό αγριόσκυλο
eng	African hunting dog	Noun	tr	''Lycaon pictus''	ell	Αφρικανικό κυνηγόσκυλο
eng	African hunting dog	Noun	tr	''Lycaon pictus''	ell	λυκάων
eng	African hunting dog	Noun	tr	''Lycaon pictus''	epo	makul-likaono
eng	African hunting dog	Noun	tr	''Lycaon pictus''	fin	hyeenakoira
eng	African hunting dog	Noun	tr	''Lycaon pictus''	fin	savannikoira
eng	African hunting dog	Noun	tr	''Lycaon pictus''	fra	lycaon	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	heb	זְאֵב טָלוּא	tr=ze’év talu
eng	African hunting dog	Noun	tr	''Lycaon pictus''	heh	ligwami
eng	African hunting dog	Noun	tr	''Lycaon pictus''	ita	licaone	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	jbk	liduma
eng	African hunting dog	Noun	tr	''Lycaon pictus''	jpn	リカオン	tr=rikaon
eng	African hunting dog	Noun	tr	''Lycaon pictus''	kam	nzui
eng	African hunting dog	Noun	tr	''Lycaon pictus''	kaz	қорқау ит
eng	African hunting dog	Noun	tr	''Lycaon pictus''	kik	mũthige	c3
eng	African hunting dog	Noun	tr	''Lycaon pictus''	kik	njũi	c9	c10
eng	African hunting dog	Noun	tr	''Lycaon pictus''	kin	Ibingira
eng	African hunting dog	Noun	tr	''Lycaon pictus''	kln	suyo
eng	African hunting dog	Noun	tr	''Lycaon pictus''	msa	anjing liar Afrika
eng	African hunting dog	Noun	tr	''Lycaon pictus''	msa	anjing pemburu Afrika
eng	African hunting dog	Noun	tr	''Lycaon pictus''	mya	အာဖရိက တောခွေး
eng	African hunting dog	Noun	tr	''Lycaon pictus''	naq	!Gaub
eng	African hunting dog	Noun	tr	''Lycaon pictus''	nav	Naakaii Łizhiní Bikéyahdę́ę́ʼ łééchąąʼí ałchiní
eng	African hunting dog	Noun	tr	''Lycaon pictus''	nde	iganyana iketsi leKapa
eng	African hunting dog	Noun	tr	''Lycaon pictus''	pol	likaon	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	pol	likaon pstry	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	por	cão selvagem africano	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	por	mabeco	m
eng	African hunting dog	Noun	tr	''Lycaon pictus''	rim	mbughi
eng	African hunting dog	Noun	tr	''Lycaon pictus''	sna	mhumhi
eng	African hunting dog	Noun	tr	''Lycaon pictus''	spa	licaón
eng	African hunting dog	Noun	tr	''Lycaon pictus''	swa	mbwa mwitu
